0004000000030500	ASSJ	スーパーストリートファイターIV 3D EDITION
0004000E0012AB00	BTMX	LEGO® Batman™ 3: Más Allá de Gotham - Actualización
0004000E00140100	BTMV	LEGO® BATMAN™ 3: Jenseits von Gotham - Update
0004000E0011C200	BTMP	LEGO® Batman™ 3: BEYOND GOTHAM - Update
0004000E0012AA00	BTMY	LEGO® Batman™ 3: Au-delà de Gotham - Mise à jour
0004000000123700	JCTE	Chat-A-Lot
000400000010E200	BCEJ	FINAL FANTASY EXPLORERS
000400000011B900	JPHP	Sprechender Sprachführer – 7 Sprachen
0004000000146400	KMSP	My First Songs
000400000014C900	KBME	Battleminer
0004000000143B00	BPGE	Penguins of Madagascar
000400000013C000	KCWE	Christmas Wonderland 4
000400000012C500	ATAK	요시 New 아일랜드
0004000E00141A00	BFGZ	MONSTER HUNTER 4G 更新資料 ver.1.1
000400000014B700	KDRJ	DOOORS
0004000000142000	KMSE	My First Songs
00040000000F8600	TDME	Mighty Final Fight®
0004000000148500	KC2P	The Legend of Dark Witch - Chronicle 2D ACT
0004000000129700	JFXP	My First Songs 2
000400000011AE00	TD5P	Shadow of the Ninja™
000400000005DA00	JFFJ	FINAL FANTASY
0004000000154E00	BNAJ	ぼくは航空管制官  エアポートヒーロー3D 成田 ALL STARS
0004000000144800	BTVJ	12歳。 ～ほんとのキモチ～
0004000000152B00	BGYJ	リラックマ なかよしコレクション
0004000000148B00	KFRP	Fairune
000400000014CA00	KFME	My Life on a Farm 3D
0004000E0014DF00	BC4J	更新データ Ver. 1.0.3 戦国無双 Chronicle 3
0004000E000F9B00	BDSJ	更新データ Ver. 1.4 ダービースタリオンGOLD
0004000000138F00	BHDE	Phoenix Wright®: Ace Attorney® Trilogy
0004000000138D00	JYHP	Pyramids 2
0004000000133300	BHDP	Phoenix Wright: Ace Attorney Trilogy
000400000014DA00	KBMP	Battleminer
0004000000155200	KDBJ	ダービースタリオンOLD
0004000000153000	KB7J	どこぽんちょいす 戦国BASARAシリーズ アンソロジーコミック 学園BASARA1～7巻パック
0004000E00152A00	BCNJ	更新データ Ver. 1.2 すみっコぐらし ここがおちつくんです
0004000000141E00	KMDP	Mindfeud
0004000000157900	BCRJ	エースコンバット 3D クロスランブル +
000400000015A900	AL5J	LEGO® マーベル スーパー･ヒーローズ ザ･ゲーム
000400000014B000	KHSJ	ブレイブリーセカンド 無料で遊べる三銃士編
0004000000126100	BFGP	Monster Hunter™ 4 Ultimate
000400000014A700	AR4Z	Rune Factory 4
000400000012D200	BGRZ	Disney Violetta Rhythm & Music
0004000000126300	BFGE	Monster Hunter™ 4 Ultimate
0004000000155D00	BC5K	쿠킹마마 마마를 도와줄래?
0004000000153D00	KTMP	TOYS VS MONSTERS
0004000000134600	JWVJ	バッジとれ～るセンター
000400000015D100	KFRW	Fairune(繁體中文版)
0004000000155B00	BC5P	Cooking Mama: Bon Appétit
00040000000A6D00	JCDP	Castle Conqueror Defender
0004000000141700	BLBE	I Love My Little Boy
0004000000141600	BMHE	I Love My Horse
0004000000141900	BLGE	I Love My Little Girl
00040000000FE200	JPHE	Talking Phrasebook - 7 Languages
0004000000114900	JFTJ	異史戦国伝宿業
000400000014B600	KHKJ	@SIMPLE DLシリーズ Vol.35 THE 呪いの廃校舎 ～呪いの仮面と双子の少女～
000400000013C100	KHZE	Hazumi
000400000012D500	JFXE	My First Songs 2
000400000014D600	KXEE	Xeodrifter™
0004000000150100	KTRJ	チャリ走 DX3 タイムライダー
0004000E0011DD00	BTME	LEGO® Batman™ 3: Beyond Gotham Update Ver. 1.1.0
0004000000110200	QA8E	Harvest Moon® 3 GBC
0004000E0010E200	BCEJ	更新データ Ver. 1.2 FINAL FANTASY EXPLORERS
0004000000157200	KSMP	Sumico
0004000000150900	KBUP	Brutus & Futée ©
0004000000150C00	BMNE	Asterix The Mansions of the Gods
0004000000158700	KFRE	Fairune
0004000000159300	KPBP	PUZZLEBOX setup
000400000015F600	KXBA	Code Name: S.T.E.A.M. Demo
00040000000D6800	JLHE	League of Heroes
0004000000144600	AYPJ	弱虫ペダル 明日への高回転
000400000012C400	JVTP	Best of Solitaire
000400000012C300	JVMP	Best of Mahjong
0004000000150800	KTME	TOYS VS MONSTERS
0004000000151100	KCCE	Cube Creator 3D
0004000000143500	KCPE	Mes Comptines
0004000000145900	KDCJ	プチノベル「収斂の十二月」
0004000E00157700	KLUJ	更新データ Ver. 1.1 マル合格! FP3級 平成26-27年度版
0004000000157300	KLPJ	マル合格! 簿記3級 仕訳ドリル
0004000000157400	KLQJ	マル合格! 簿記2級 仕訳ドリル 商業簿記･工業簿記
0004000000140600	KSTJ	サンゴクストーリーズ天
0004000000134300	BL2J	ロストヒーローズ2
0004000000146C00	BL3J	ロストヒーローズ2 PREMIUM EDITION
0004000E00117200	JPKJ	更新データ Ver. 3.1.0 プチコン3号 SmileBASIC
0004000E00145300	KC2J	更新データ Ver. 1.1 魔神少女 -Chronicle 2D ACT-
000400000015E200	KP6J	ピクロスe6
0004000000131C00	BLLJ	レジェンド オブ レガシー
0004000000156D00	JTVJ	トイスタントバイク
0004000000145A00	KSDJ	新宿ダンジョン
0004000000121E00	JZQJ	ゾンゲリパニック ナイトメア
00040000000F4F00	BC6J	喧嘩番長6～ソウル&ブラッド～
0004000000138000	BTPJ	新テニスの王子様 ～Go to the top～
0004000E00141D00	KXSJ	更新データ Ver. 1.1 大合奏!バンドブラザーズP デビュー
00040000000FFA00	QA5E	Super Mario Bros.™ Deluxe
0004000E00134500	BG2J	更新データ Ver. 1.1 進撃の巨人～人類最後の翼～CHAIN
0004000000147000	JLBJ	ロストヒーローズ BONUS EDITION
0004000000162C00	MBXJ	カールじいさんの空飛ぶ家 3D
0004000000155C00	BGMP	Gardening Mama: Forest Friends
0004000E00155100	BYSJ	更新データ Ver. 1.2 妖怪ウォッチ2 真打
0004000E00120500	BM9J	更新データ Ver. 1.2 新･世界樹の迷宮2 ファフニールの騎士
0004000E00081E00	AMGE	METAL GEAR SOLID SNAKE EATER 3D Update Ver. 1.1
000400000010FA00	TD3E	Adventures of Lolo™
000400000015AA00	KPBE	PUZZLEBOX setup
0004000000143C00	KPSE	Painting Workshop
0004000000123600	JVTE	Best of Solitaire
000400000015A800	KDMJ	6×1≠UNLIMITED?
00040000000ED700	JCGP	Classic Card Games
000400000015EB00	JZNJ	カラフリラックス 色彩合わせ
000400000014F800	BS7J	七つの大罪 真実の冤罪
0004000000157A00	JVNP	3D After Burner II
000400000011A800	QBDE	Bionic Commando™: Elite Forces
000400000015FB00	KFGP	Monster Hunter™ 4 Ultimate Special Demo
0004000000156700	KHZJ	ハネカエリーノ
000400000014AC00	BDYJ	フューチャーカード バディファイト 友情の爆熱ファイト!
0004000000158900	JVNE	3D After Burner II
000400000012D300	JWGE	Gunman Clive 2
0004000000123500	JVME	Best of Mahjong
000400000014F400	JCMP	Monster Combine TD
0004000000119600	JZDE	Quell Memento
0004000000132500	AY6A	Code Name: S.T.E.A.M.
0004000E0012A700	JV7J	更新データ Ver. 1.2 蒼き雷霆 ガンヴォルト
0004000E00144300	BNKJ	更新データ Ver. 1.1.0 ヒーローバンク2
0004000E0014AB00	BM8J	更新データ Ver. 1.1 まほコレ ～魔法☆あいどるコレクション～
000400000014E200	KHZP	Hazumi
000400000015FA00	KFGE	Monster Hunter™ 4 Ultimate Special Demo
0004000000126F00	JULE	Soccer Up Online
000400000015DE00	JWTJ	Outer World 20th Anniversary Edition
000400000015C000	BCRE	ACE COMBAT® ASSAULT HORIZON LEGACY + 
0004000000136E00	JUYP	Citizens of Earth
000400000012DB00	AHRE	Fossil Fighters™: Frontier
0004000E0013F200	KBGJ	更新データ Ver. 2.0 ブキガミ
0004000000141000	KRXA	Pokémon™ Shuffle
0004000000163900	KDNJ	どこぽんちょいす 信長協奏曲 Vol.1 1～10巻パック
0004000000152500	BC3J	金色のコルダ3 フルボイス Special
000400000015DC00	KX3J	エクスケーブ ～運命の夢幻塔編～
0004000000156600	JWPJ	THE KEEP ～呪われしクリスタルの迷宮～
0004000000145B00	KNGJ	激投戦士 ナゲルンダー
0004000000147500	BH6Z	Big Hero 6: Battle In the Bay
000400000015BF00	BLNK	LEGO Ninjago: 닌드로이드
0004000000154300	KSLE	Space Lift Danger Panic!
0004000000149600	BWRE	WRC Official Game of the FIA World Rally Championship
000400000012C100	JUYE	Citizens of Earth
000400000011AA00	QBEE	Lufia®: The Legend Returns
0004000000164900	MBTJ	シュガー･ラッシュ 3D
0004000E00157900	BCRJ	更新データ Ver. 2.0.0 エースコンバット 3D クロスランブル +
000400000015DD00	JTPJ	アイコンパズル タッピンゴ
00040000000FBB00	AYFP	Best of Board Games
0004000000159E00	KLMF	LE PROFESSEUR LAYTON MANGA vol.1
0004000000159F00	KL2F	LE PROFESSEUR LAYTON MANGA vol.2
000400000015A000	KL3F	LE PROFESSEUR LAYTON MANGA vol.3
000400000015A100	KL4F	LE PROFESSEUR LAYTON MANGA vol.4
0004000000151A00	KLFF	LBX LITTLE BATTLERS EXPERIENCE MANGA vol.5
0004000000151D00	KLGF	LBX LITTLE BATTLERS EXPERIENCE MANGA vol.6
0004000000162200	KJNJ	イジン爆闘!!ウデジマン
0004000000151800	KN7F	NISEKOI MANGA vol.7
0004000000151C00	KN8F	NISEKOI MANGA vol.8
0004000000161F00	KN9F	NISEKOI MANGA vol.9
0004000000124800	JZQE	Undead Storm Nightmare
000400000015E900	BM5J	見習い魔女とモコモコフレンズ
0004000000161200	KR7F	ROCK LEE MANGA vol.7
0004000000151700	KB3F	BLUE EXORCIST MANGA vol.13
0004000000161E00	KM8F	MONSTER HUNTER FLASH MANGA vol.8
0004000000145500	AGHJ	役満 鳳凰
0004000000150E00	KM7F	MONSTER HUNTER FLASH MANGA vol.7
000400000011AF00	TD6E	S.C.A.T.
000400000015C200	KSME	Sumico
0004000000163800	KDPJ	どこぽんちょいす 蟲師 1～10巻パック
0004000000150200	BNUK	섬란 카구라 2 -진홍-
000400000015EC00	ADXK	데빌 서바이버2 브레이크 레코드
000400000010AF00	JSAP	Shantae and the Pirate's Curse
000400000015CE00	JWGP	Gunman Clive 2
000400000015E800	BPAJ	プリパラ&プリティーリズム プリパラでつかえるおしゃれアイテム1450!
000400000015E300	BS5J	ドラえもん のび太の 宇宙英雄記(スペースヒーローズ)
0004000000156900	KJSJ	@SIMPLE DLシリーズ Vol.37 THE 巨人走
0004000000153F00	BFCJ	梨汁アクション! ふなっしーの愉快なおはなっしー
00040000000FEF00	JTEP	Best of Arcade Games - Tetraminos
0004000000147B00	JVQP	Dedede’s Drum Dash™ Deluxe
0004000000147F00	JVXP	Kirby Fighters™ Deluxe
000400000015F100	KDZE	Drop Zone - Under Fire
00040000000DDD00	AJ6E	Jewel Quest 6 - The Sapphire Dragon
0004000000154800	BPNE	SpongeBob HeroPants
000400000011AD00	TD5E	Shadow of the Ninja™
0004000E00114900	JFTJ	更新データ Ver. 1.1 異史戦国伝宿業
0004000000165B00	SZMP	The Legend of Zelda™: Majora's Mask 3D: Trailer
000400000015A300	BCRP	ACE COMBAT™ ASSAULT HORIZON LEGACY +
0004000000159000	KTTP	Titan Attacks!
0004000000139900	KPZJ	忍びのPAZURU
0004000E000D8F00	AGWJ	更新データ Ver. 1.1 まめゴマ はっぴー!スイーツファーム
0004000000153C00	BPNP	SpongeBob Heldenschwamm
0004000000160300	KMZE	KAMI
0004000000155900	JZQP	Undead Storm Nightmare
0004000000152400	JF8P	3D Fantasy Zone
00040000000FF500	JGVP	Best of Arcade Games - Bubble Buster
000400000015B200	BFDE	Etrian Mystery Dungeon
000400000010FE00	QA6E	Game & Watch™ Gallery 3
0004000000162800	KHNJ	ひっぱり～ニャ!
000400000014F900	BKVJ	ドラもじ のび太の漢字大作戦
0004000000166400	JTVZ	Toy Stunt Bike(日文版)
0004000000153E00	KSLP	Space Lift Danger Panic!
0004000E00126100	BFGP	Monster Hunter™ 4 Ultimate: Update
0004000000164C00	KMZJ	KAMI
0004000E0015A300	BCRP	ACE COMBAT™ ASSAULT HORIZON LEGACY + - Update
000400000015B100	KFLP	IronFall: Invasion
0004000E0015C000	BCRE	ACE COMBAT ASSAULT HORIZON LEGACY+ Update Ver. 2.0.0
000400000012C900	JYLJ	マリオvs.ドンキーコング みんなでミニランド
0004000000152300	JF8E	3D Fantasy Zone™
000400000013FB00	KFSE	Pong Pong Candy
0004000E00126300	BFGE	Monster Hunter™ 4 Ultimate Update Ver. 1.1
000400000015DB00	JLHJ	リーグ オブ ヒーローズ
0004000000141200	KLTP	Nintendo Anime Channel
0004000000154700	AA8J	レゴ®シティ アンダーカバー チェイス ビギンズ
0004000E00144600	AYPJ	更新データ Ver. 1.1 弱虫ペダル 明日への高回転
0004000E00150100	KTRJ	更新データ Ver. 1.2 チャリ走 DX3 タイムライダー
0004000000154900	BFFP	Flap Flap
0004000000154A00	BFFE	Flap Flap
0004000000163C00	BDVJ	ドラゴンボールZ 超究極武闘伝
0004000E0015BD00	JV7K	업데이트 데이터 Ver. 1.2K Azure Striker GUNVOLT
000400000014A100	BWLP	Luv Me Buddies Wonderland
000400000011C100	JCTP	Chat-A-Lot
0004000000160800	KW2J	コミック工房2
0004000000156100	KMTJ	マーセナリーズサーガ2
000400000015F700	KYAJ	ぼくらの七日間戦争 ～友情アドベンチャー～
0004000000152900	BKLJ	暗殺教室 殺せんせー大包囲網!!
0004000000157B00	KAAJ	引ク出ス ヒッパランド
0004000000160F00	JFNE	Adventure Bar Story
0004000000158500	JEFE	Excave
000400000015F300	JUZP	Zombie Incident
0004000000146500	KCPF	Mes Comptines
000400000011DC00	BCSE	Best of Casual Games
000400000015E500	AK5J	黒子のバスケ 未来へのキズナ
0004000000164B00	JWGJ	ガンマンストーリー2
00040000000C3C00	AR6J	ロデア･ザ･スカイソルジャー
0004000000158600	KTTE	Titan Attacks!
0004000E00146C00	BL3J	更新データ Ver. 1.1.0 ロスト ヒーローズ2 PREMIUM EDITION
0004000E00134300	BL2J	更新データ Ver. 1.1.0 ロストヒーローズ2
0004000000157000	BKYP	Hello Kitty & Sanrio Friends 3D Racing
0004000000140000	BTQJ	シアトリズム ドラゴンクエスト
0004000E00134600	JWVJ	更新データ Ver. 1.2.0 バッジとれ～るセンター
0004000E0015A800	KDMJ	更新データ Ver. 2.0 6×1≠UNLIMITED?
0004000000165300	KMEP	Music On: Electric Guitar
0004000000136D00	ARAP	Inazuma Eleven® GO Chrono Stone: Thunderflash
000400000012C800	JYLE	Mario vs. Donkey Kong™: Tipping Stars
000400000014CC00	BWLE	Luv Me Buddies Wonderland
000400000015D800	KFLE	IRONFALL Invasion
0004000000136C00	ANPP	Inazuma Eleven® GO Chrono Stones: Wildfire
0004000E000B1900	AX3P	Phonics Fun with Biff, Chip & Kipper vol. 3: Update
000400000012CA00	JYLP	Mario vs. Donkey Kong™ Tipping Stars
0004000E000B1700	AFZP	Phonics Fun with Biff, Chip & Kipper vol. 1: Update
0004000E000B1800	AX2P	Phonics Fun with Biff, Chip & Kipper vol. 2: Update
0004000E000D6E00	AJRJ	更新データ Ver. 1.1 ゼルダの伝説 ムジュラの仮面 3D
000400000015E400	BF4J	梨汁ブシャー!! ふなっしー VS DRAGONS
0004000E0015E300	BS5J	更新データ Ver. 1.0.1 ドラえもん のび太の宇宙英雄記(スペースヒーローズ)
0004000000138900	KPRP	Proun+
000400000015A200	KLLP	OlliOlli
00040000000DC400	JLHP	League of Heroes
000400000011A300	RCJE	Donkey Kong Land 2™
000400000011A600	RCKE	Donkey Kong Land III™
0004000000050100	RA3E	Donkey Kong Land™
0004000E00125600	AJRP	The Legend of Zelda™: Majora's Mask 3D: Update
0004000000157F00	JYRP	3D Out Run™
000400000011D300	AFXE	Hollywood Fame: Hidden Object Adventure
000400000012E900	JUZE	Zombie Incident
0004000E00125500	AJRE	The Legend of Zelda™: Majora’s Mask 3D Update Ver. 1.1
0004000E000C3A00	ADXJ	更新データ Ver. 1.1 デビルサバイバー2 ブレイクレコード
0004000000148F00	KPRE	Proun+
0004000000137700	AZGE	Puzzle & Dragons Z + Super Mario Bros. Edition
000400000015A400	KLLE	OlliOlli
000400000012D800	ECDJ	GIRLS MODE 3 キラキラ☆コーデ
0004000000140B00	BFMJ	テラフォーマーズ 紅き惑星の激闘
0004000000160500	JTZJ	ザ･スカイファイターズ ～トリウム戦争～
0004000E0015EC00	ADXK	업데이트 데이터 Ver. 1.1 데빌 서바이버2 브레이크 레코드
0004000E000F4F00	BC6J	更新データ Ver. 1.1 喧嘩番長6～ソウル&ブラッド～
0004000000162D00	BTMJ	LEGO®バットマン3 ザ･ゲーム ゴッサムから宇宙へ
0004000000160A00	KGCJ	みんなのデコレーションカード
0004000E00154E00	BNAJ	更新データ Ver. 1.1 ぼくは航空管制官  エアポートヒーロー3D 成田 ALL STARS
0004000000162300	AZMJ	PUZZLE & DRAGONS SUPER MARIO BROS. EDITION
0004000000152800	BRSJ	雷子
0004000E0014C800	JV7E	Azure Striker GUNVOLT Update Ver. 1.2
0004000000154500	JCPE	BOXBOY!™
0004000000168F00	KPMJ	PUZZLE & DRAGONS SUPER MARIO BROS. EDITION おためし版
0004000000158A00	JYRE	3D Out Run
0004000000150500	JCME	Monster Combine TD
0004000000164500	KMEE	Music On: Electric Guitar
0004000000142100	BTSE	STORY OF SEASONS
000400000010AA00	BSME	Shanghai Mahjong
0004000000164400	KPFE	50 PINCH BARRAGE!!
0004000000159500	ADXE	Shin Megami Tensei: Devil Survivor 2: Record Breaker
0004000000153200	BFGK	몬스터헌터 4G
0004000000163600	KS3J	@SIMPLE DLシリーズ Vol.36 THE 密室からの脱出 ～旅は道連れ!鉄道編～
0004000000162500	KSRJ	3D ベア･ナックルⅡ  死闘への鎮魂歌
0004000000167B00	KPBJ	パズルボトル
0004000000125E00	JWXJ	サムライディフェンダー
0004000000156800	KJKJ	@SIMPLE DLシリーズ Vol.38 THE アイテム探し ～女子高生探偵 真実の事件簿～
0004000E000CF300	JCMJ	更新データ Ver. 1.1 カスタムモンスターズ
0004000E00156100	KMTJ	更新データ Ver. 1.1 マーセナリーズサーガ2
0004000000141F00	AHRZ	Fossil Fighters™: Frontier(英文版)
000400000015B700	BMEP	Best Friends - Mein Pferd 3D
0004000000154B00	BPZZ	Pazuru
0004000000160400	BNCE	Navy Commander
000400000014E700	BLSZ	LEGO® Ninjago™: Schatten des Ronin
000400000014E900	BLSX	LEGO® Ninjago™: La Sombra de Ronin
000400000014E800	BLSY	LEGO® Ninjago™: L’Ombre de Ronin
000400000014DD00	BLSP	LEGO® Ninjago™: Shadow of Ronin
000400000015EE00	BNCP	Navy Commander
0004000000161D00	AJTP	Jet Dog
0004000000169000	KPZY	PAZURU(日文版)
000400000014EB00	BLSE	LEGO® Ninjago™: Shadow of Ronin™
0004000000167A00	JZPJ	ゾンビ パニック イン ワンダーランド DX
000400000014A600	BM6P	Traumberuf Tiertrainer 3D
000400000012AE00	JEFP	Excave
0004000000154200	JRZE	 Iron Combat: War in the Air
0004000000157600	KLSJ	マル合格! 医療事務 診療報酬請求事務能力認定試験(医科)
0004000000164600	KCFA	Pokémon™ Rumble World
0004000E00160800	KW2J	更新データ Ver. 1.2 コミック工房2
0004000E00140B00	BFMJ	更新データ Ver. 1.1 テラフォーマーズ 紅き惑星の激闘
000400000FF3E300	YOYA	Don't touch this title (This is NDO Production Test Title)
0004000000164000	AJTE	Jet Dog
0004000E0015B100	KFLP	IronFall: Invasion: Update
0004000000161400	JGYZ	BIKE RIDER DX2 GALAXY
000400000014CF00	KPTE	My Pet School 3D
0004000E0015D800	KFLE	IRONFALL Invasion Update Ver. 1.1
00040000000DC800	BSEJ	ブレイブリーセカンド
000400000015FE00	JFNP	Adventure Bar Story
0004000E00145500	AGHJ	更新データ Ver. 1.1.0 役満 鳳凰
0004000E0015DC00	KX3J	更新データ Ver. 1.1 エクスケーブ ～運命の夢幻塔編～
0004000000165600	JV7P	Azure Striker GUNVOLT
0004000000165700	KMGP	MIGHTY GUNVOLT
000400000015F400	KMZP	KAMI
0004000000163D00	KRHJ	ラジオハンマー
